framework,item_type,parent,skill,learning_outcome,lo_bloom_level,assessment_method,assessment_bloom,skill_outcome_score,outcome_assessment_score,composite_score,program,university
ECSF,skill,Cybersecurity Auditor,"Follow and practice auditing frameworks, standards and methodologies","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Auditor,"Follow and practice auditing frameworks, standards and methodologies","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Auditor,Apply auditing tools and techniques,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Auditor,Apply auditing tools and techniques,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Auditor,"Collect, evaluate, maintain and protect auditing information","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Auditor,"Collect, evaluate, maintain and protect auditing information","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity controls and solutions,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity controls and solutions,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity controls and solutions,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity controls and solutions,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity controls and solutions,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity controls and solutions,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Monitoring, testing and evaluating cybersecurity controls' effectiveness",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Monitoring, testing and evaluating cybersecurity controls' effectiveness",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Monitoring, testing and evaluating cybersecurity controls' effectiveness","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Monitoring, testing and evaluating cybersecurity controls' effectiveness","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Monitoring, testing and evaluating cybersecurity controls' effectiveness",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Monitoring, testing and evaluating cybersecurity controls' effectiveness",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Auditing standards, methodologies and frameworks","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Auditing standards, methodologies and frameworks","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Auditing-related certification,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Auditing-related certification,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.125,1.0,0.475,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.125,0.45,0.255,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.125,1.0,0.475,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.125,0.45,0.255,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.125,1.0,0.475,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.125,0.45,0.255,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.111,1.0,0.467,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.111,0.45,0.247,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.111,1.0,0.467,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.111,0.45,0.247,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.111,1.0,0.467,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.111,0.45,0.247,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.125,1.0,0.475,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.125,0.45,0.255,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.125,1.0,0.475,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.125,0.45,0.255,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.167,1.0,0.5,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.167,0.45,0.28,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks",professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks","this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.25,1.0,0.55,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks",these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.25,0.45,0.33,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.333,0.45,0.38,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,"this master's degree allows access to the following professional paths: cybersecurity research, cybe",Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,these roles have been defined by the european cybersecurity skills framework (ecsf),Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Collaborate with other team members and colleagues,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.2,1.0,0.52,Master of Research in Cybersecurity,Universidad de León
ECSF,skill,Cybersecurity Implementer,Collaborate with other team members and colleagues,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,exam_written,Understand,0.2,0.45,0.3,Master of Research in Cybersecurity,Universidad de León
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,professionals from the national cybersecurity institute (incibe) collaborate in some modules,Apply,practical_lab,Apply,0.333,1.0,0.6,Master of Research in Cybersecurity,Universidad de León
